,Region,Variable,Year,Unit,Value
3,CZE,Disturbance Year,1989,Percentage share,0.017149639306428377
4,CZE,Disturbance Year,1990,Percentage share,0.022839622691908392
5,CZE,Disturbance Year,1991,Percentage share,0.00795511408458981
6,CZE,Disturbance Year,1992,Percentage share,0.010360479880047797
7,CZE,Disturbance Year,1993,Percentage share,0.007474753230749505
8,CZE,Disturbance Year,1994,Percentage share,0.0074489321653901566
9,CZE,Disturbance Year,1995,Percentage share,0.008178599857182797
10,CZE,Disturbance Year,1996,Percentage share,0.012968852672124113
11,CZE,Disturbance Year,1997,Percentage share,0.010092475029249034
12,CZE,Disturbance Year,1998,Percentage share,0.012604686612400879
13,CZE,Disturbance Year,1999,Percentage share,0.009456742592470578
14,CZE,Disturbance Year,2000,Percentage share,0.011810021066427808
15,CZE,Disturbance Year,2001,Percentage share,0.011119530163456248
16,CZE,Disturbance Year,2002,Percentage share,0.012717765071043545
17,CZE,Disturbance Year,2003,Percentage share,0.014161963968038864
18,CZE,Disturbance Year,2004,Percentage share,0.012903854817943683
19,CZE,Disturbance Year,2005,Percentage share,0.01304631586820216
20,CZE,Disturbance Year,2006,Percentage share,0.021519632023107183
21,CZE,Disturbance Year,2007,Percentage share,0.019817222472518374
22,CZE,Disturbance Year,2008,Percentage share,0.014300863492040879
23,CZE,Disturbance Year,2009,Percentage share,0.0148453318184975
24,CZE,Disturbance Year,2010,Percentage share,0.017539181240728903
25,CZE,Disturbance Year,2011,Percentage share,0.01682554041709034
26,CZE,Disturbance Year,2012,Percentage share,0.01746661514325349
27,CZE,Disturbance Year,2013,Percentage share,0.01751425055693367
28,CZE,Disturbance Year,2014,Percentage share,0.01782143219655351
29,CZE,Disturbance Year,2015,Percentage share,0.016901668040822215
30,CZE,Disturbance Year,2016,Percentage share,0.010401882622779166
31,CZE,Disturbance Year,2017,Percentage share,0.022635725313725947
32,CZE,Disturbance Year,2018,Percentage share,0.019115156609213313
33,CZE,Disturbance Year,2019,Percentage share,0.03237516405280319
34,CZE,Disturbance Year,2020,Percentage share,0.04437350082004142
0,FIN,Disturbance Year,1986,Percentage share,0.012678873199515663
1,FIN,Disturbance Year,1987,Percentage share,0.010186210634415481
2,FIN,Disturbance Year,1988,Percentage share,0.012164276275379436
3,FIN,Disturbance Year,1989,Percentage share,0.011963968018427666
4,FIN,Disturbance Year,1990,Percentage share,0.014365161088280462
5,FIN,Disturbance Year,1991,Percentage share,0.011803323907265744
6,FIN,Disturbance Year,1992,Percentage share,0.01293837522523877
7,FIN,Disturbance Year,1993,Percentage share,0.01221573596779306
8,FIN,Disturbance Year,1994,Percentage share,0.015599502392119572
9,FIN,Disturbance Year,1995,Percentage share,0.015099768720871912
10,FIN,Disturbance Year,1996,Percentage share,0.015157795897120019
11,FIN,Disturbance Year,1997,Percentage share,0.016509271731717592
12,FIN,Disturbance Year,1998,Percentage share,0.0161305612329725
13,FIN,Disturbance Year,1999,Percentage share,0.014337249281983905
14,FIN,Disturbance Year,2000,Percentage share,0.017201665997820286
15,FIN,Disturbance Year,2001,Percentage share,0.01685017599128391
16,FIN,Disturbance Year,2002,Percentage share,0.013690784195592111
17,FIN,Disturbance Year,2003,Percentage share,0.015251166506108969
18,FIN,Disturbance Year,2004,Percentage share,0.01896218373676695
19,FIN,Disturbance Year,2005,Percentage share,0.01487846179850199
20,FIN,Disturbance Year,2006,Percentage share,0.016982821881888297
21,FIN,Disturbance Year,2007,Percentage share,0.016263034295054924
22,FIN,Disturbance Year,2008,Percentage share,0.01606769485810951
23,FIN,Disturbance Year,2009,Percentage share,0.01299730975122717
24,FIN,Disturbance Year,2010,Percentage share,0.012926061193049112
25,FIN,Disturbance Year,2011,Percentage share,0.013175409543107062
26,FIN,Disturbance Year,2012,Percentage share,0.010596980823984173
27,FIN,Disturbance Year,2013,Percentage share,0.012681595248736537
28,FIN,Disturbance Year,2014,Percentage share,0.01228158363465986
29,FIN,Disturbance Year,2015,Percentage share,0.01132700850074368
30,FIN,Disturbance Year,2016,Percentage share,0.013473409122096783
31,FIN,Disturbance Year,2017,Percentage share,0.02543374774156329
32,FIN,Disturbance Year,2018,Percentage share,0.015493947372332433
33,FIN,Disturbance Year,2019,Percentage share,0.015229476526602975
34,FIN,Disturbance Year,2020,Percentage share,0.017500227269506376
0,FRA,Disturbance Year,1986,Percentage share,0.005561548034482661
1,FRA,Disturbance Year,1987,Percentage share,0.00559157933081413
2,FRA,Disturbance Year,1988,Percentage share,0.007353326794365527
3,FRA,Disturbance Year,1989,Percentage share,0.009180097772687714
4,FRA,Disturbance Year,1990,Percentage share,0.00878800775037774
5,FRA,Disturbance Year,1991,Percentage share,0.007434650481776407
6,FRA,Disturbance Year,1992,Percentage share,0.007481336302327098
7,FRA,Disturbance Year,1993,Percentage share,0.007533337396564774
8,FRA,Disturbance Year,1994,Percentage share,0.007042914811045565
9,FRA,Disturbance Year,1995,Percentage share,0.008148403150043797
10,FRA,Disturbance Year,1996,Percentage share,0.008711379221390363
11,FRA,Disturbance Year,1997,Percentage share,0.010733486507709274
12,FRA,Disturbance Year,1998,Percentage share,0.010479062073892226
13,FRA,Disturbance Year,1999,Percentage share,0.00969931142401143
14,FRA,Disturbance Year,2000,Percentage share,0.03879166465867438
15,FRA,Disturbance Year,2001,Percentage share,0.006510058623925252
16,FRA,Disturbance Year,2002,Percentage share,0.008718554840867794
17,FRA,Disturbance Year,2003,Percentage share,0.014500775321255143
18,FRA,Disturbance Year,2004,Percentage share,0.009430890102818654
19,FRA,Disturbance Year,2005,Percentage share,0.009049076276303518
20,FRA,Disturbance Year,2006,Percentage share,0.008955616047307354
21,FRA,Disturbance Year,2007,Percentage share,0.006820204843560865
22,FRA,Disturbance Year,2008,Percentage share,0.008210680440076314
23,FRA,Disturbance Year,2009,Percentage share,0.012513394489691203
24,FRA,Disturbance Year,2010,Percentage share,0.007553801200259669
25,FRA,Disturbance Year,2011,Percentage share,0.007835333529880343
26,FRA,Disturbance Year,2012,Percentage share,0.008425063145451401
27,FRA,Disturbance Year,2013,Percentage share,0.00667607233874877
28,FRA,Disturbance Year,2014,Percentage share,0.008450310695464584
29,FRA,Disturbance Year,2015,Percentage share,0.007434384718092058
30,FRA,Disturbance Year,2016,Percentage share,0.005472074260751736
31,FRA,Disturbance Year,2017,Percentage share,0.008269414214317506
32,FRA,Disturbance Year,2018,Percentage share,0.006334123064886026
33,FRA,Disturbance Year,2019,Percentage share,0.007785192781433112
34,FRA,Disturbance Year,2020,Percentage share,0.012037234555232073
0,DEU,Disturbance Year,1986,Percentage share,0.01249947980536884
1,DEU,Disturbance Year,1987,Percentage share,0.005933623705526061
2,DEU,Disturbance Year,1988,Percentage share,0.007471886520284348
3,DEU,Disturbance Year,1989,Percentage share,0.009352477936991864
4,DEU,Disturbance Year,1990,Percentage share,0.031067050250531136
5,DEU,Disturbance Year,1991,Percentage share,0.0024922862567550988
6,DEU,Disturbance Year,1992,Percentage share,0.005090178779409912
7,DEU,Disturbance Year,1993,Percentage share,0.004644730036551442
8,DEU,Disturbance Year,1994,Percentage share,0.004136371522194881
9,DEU,Disturbance Year,1995,Percentage share,0.004018658908515465
10,DEU,Disturbance Year,1996,Percentage share,0.004791195226207649
11,DEU,Disturbance Year,1997,Percentage share,0.004220467402307448
12,DEU,Disturbance Year,1998,Percentage share,0.00469445253636093
13,DEU,Disturbance Year,1999,Percentage share,0.003796853322408795
14,DEU,Disturbance Year,2000,Percentage share,0.01586007223814483
15,DEU,Disturbance Year,2001,Percentage share,0.002791810271911814
16,DEU,Disturbance Year,2002,Percentage share,0.005566866223235648
17,DEU,Disturbance Year,2003,Percentage share,0.00884865930305269
18,DEU,Disturbance Year,2004,Percentage share,0.007842211051474137
19,DEU,Disturbance Year,2005,Percentage share,0.007829456149349094
20,DEU,Disturbance Year,2006,Percentage share,0.017042602994483503
21,DEU,Disturbance Year,2007,Percentage share,0.02244333121292093
22,DEU,Disturbance Year,2008,Percentage share,0.010055618939732546
23,DEU,Disturbance Year,2009,Percentage share,0.007880583850240154
24,DEU,Disturbance Year,2010,Percentage share,0.010521929514032824
25,DEU,Disturbance Year,2011,Percentage share,0.007485398069145621
26,DEU,Disturbance Year,2012,Percentage share,0.009143751530182908
27,DEU,Disturbance Year,2013,Percentage share,0.007532418259182853
28,DEU,Disturbance Year,2014,Percentage share,0.0072666190699838765
29,DEU,Disturbance Year,2015,Percentage share,0.005804777575584955
30,DEU,Disturbance Year,2016,Percentage share,0.004049789517091839
31,DEU,Disturbance Year,2017,Percentage share,0.016919810038432247
32,DEU,Disturbance Year,2018,Percentage share,0.023728009278650833
33,DEU,Disturbance Year,2019,Percentage share,0.013129982721431314
34,DEU,Disturbance Year,2020,Percentage share,0.03159032551483054
0,GRC,Disturbance Year,1986,Percentage share,0.006279097911357261
1,GRC,Disturbance Year,1987,Percentage share,0.005646596523200023
2,GRC,Disturbance Year,1988,Percentage share,0.01153238321682304
3,GRC,Disturbance Year,1989,Percentage share,0.008128906416845822
4,GRC,Disturbance Year,1990,Percentage share,0.007884021242365135
5,GRC,Disturbance Year,1991,Percentage share,0.004936144767003146
6,GRC,Disturbance Year,1992,Percentage share,0.008438572262482737
7,GRC,Disturbance Year,1993,Percentage share,0.010848270854392984
8,GRC,Disturbance Year,1994,Percentage share,0.00907071771288637
9,GRC,Disturbance Year,1995,Percentage share,0.007302774890727109
10,GRC,Disturbance Year,1996,Percentage share,0.013399632672238277
11,GRC,Disturbance Year,1997,Percentage share,0.012704486239446446
12,GRC,Disturbance Year,1998,Percentage share,0.009738812876404174
13,GRC,Disturbance Year,1999,Percentage share,0.010160955052180475
14,GRC,Disturbance Year,2000,Percentage share,0.012444651679314321
15,GRC,Disturbance Year,2001,Percentage share,0.008258111821404672
16,GRC,Disturbance Year,2002,Percentage share,0.004104674174580349
17,GRC,Disturbance Year,2003,Percentage share,0.0038697552572006205
18,GRC,Disturbance Year,2004,Percentage share,0.004971738542363711
19,GRC,Disturbance Year,2005,Percentage share,0.005252573429958568
20,GRC,Disturbance Year,2006,Percentage share,0.003960875322123667
21,GRC,Disturbance Year,2007,Percentage share,0.009711761607130144
22,GRC,Disturbance Year,2008,Percentage share,0.017638139442174353
23,GRC,Disturbance Year,2009,Percentage share,0.0039053490325611858
24,GRC,Disturbance Year,2010,Percentage share,0.003660107920326893
25,GRC,Disturbance Year,2011,Percentage share,0.003604581630764412
26,GRC,Disturbance Year,2012,Percentage share,0.006926192747412332
27,GRC,Disturbance Year,2013,Percentage share,0.004909093497729117
28,GRC,Disturbance Year,2014,Percentage share,0.002854264846163703
29,GRC,Disturbance Year,2015,Percentage share,0.0026382106297250735
30,GRC,Disturbance Year,2016,Percentage share,0.0023132394606831153
31,GRC,Disturbance Year,2017,Percentage share,0.001417344134857696
32,GRC,Disturbance Year,2018,Percentage share,0.0014710907356521492
33,GRC,Disturbance Year,2019,Percentage share,0.0019170807409200278
34,GRC,Disturbance Year,2020,Percentage share,0.002400088272562894
0,HRV,Disturbance Year,1986,Percentage share,0.002724143522216458
1,HRV,Disturbance Year,1987,Percentage share,0.0040356573813639385
2,HRV,Disturbance Year,1988,Percentage share,0.003907018932588068
3,HRV,Disturbance Year,1989,Percentage share,0.0035833286963659937
4,HRV,Disturbance Year,1990,Percentage share,0.004280967911587692
5,HRV,Disturbance Year,1991,Percentage share,0.0033924651374845857
6,HRV,Disturbance Year,1992,Percentage share,0.00403386242626474
7,HRV,Disturbance Year,1993,Percentage share,0.003998561642647175
8,HRV,Disturbance Year,1994,Percentage share,0.0029826170565009982
9,HRV,Disturbance Year,1995,Percentage share,0.0021168503803210693
10,HRV,Disturbance Year,1996,Percentage share,0.004594486735580976
11,HRV,Disturbance Year,1997,Percentage share,0.00386513664694011
12,HRV,Disturbance Year,1998,Percentage share,0.005649920333909514
13,HRV,Disturbance Year,1999,Percentage share,0.00463995893142733
14,HRV,Disturbance Year,2000,Percentage share,0.005128785036775638
15,HRV,Disturbance Year,2001,Percentage share,0.004569357364192201
16,HRV,Disturbance Year,2002,Percentage share,0.004594486735580976
17,HRV,Disturbance Year,2003,Percentage share,0.006505515597860653
18,HRV,Disturbance Year,2004,Percentage share,0.004495764205125075
19,HRV,Disturbance Year,2005,Percentage share,0.004317465331938055
20,HRV,Disturbance Year,2006,Percentage share,0.0059203602355220415
21,HRV,Disturbance Year,2007,Percentage share,0.0052657999426811005
22,HRV,Disturbance Year,2008,Percentage share,0.004137969822018236
23,HRV,Disturbance Year,2009,Percentage share,0.005323238505855443
24,HRV,Disturbance Year,2010,Percentage share,0.005051003649143716
25,HRV,Disturbance Year,2011,Percentage share,0.006484574455036674
26,HRV,Disturbance Year,2012,Percentage share,0.009533006531841606
27,HRV,Disturbance Year,2013,Percentage share,0.005868904856011693
28,HRV,Disturbance Year,2014,Percentage share,0.008071913081094275
29,HRV,Disturbance Year,2015,Percentage share,0.004124806817957448
30,HRV,Disturbance Year,2016,Percentage share,0.003783765349109792
31,HRV,Disturbance Year,2017,Percentage share,0.005268193216146698
32,HRV,Disturbance Year,2018,Percentage share,0.003789748532773786
33,HRV,Disturbance Year,2019,Percentage share,0.0044496936909123215
34,HRV,Disturbance Year,2020,Percentage share,0.005916770325323646
0,HUN,Disturbance Year,1986,Percentage share,0.008848233665744634
1,HUN,Disturbance Year,1987,Percentage share,0.009239319752411877
2,HUN,Disturbance Year,1988,Percentage share,0.011441939388067814
3,HUN,Disturbance Year,1989,Percentage share,0.009818469093869922
4,HUN,Disturbance Year,1990,Percentage share,0.012486260340807659
5,HUN,Disturbance Year,1991,Percentage share,0.008750640234281223
6,HUN,Disturbance Year,1992,Percentage share,0.010532254629098656
7,HUN,Disturbance Year,1993,Percentage share,0.007843804918566474
8,HUN,Disturbance Year,1994,Percentage share,0.00657793975279655
9,HUN,Disturbance Year,1995,Percentage share,0.006362806787088888
10,HUN,Disturbance Year,1996,Percentage share,0.010440360084144059
11,HUN,Disturbance Year,1997,Percentage share,0.010233775448199615
12,HUN,Disturbance Year,1998,Percentage share,0.011697676920150765
13,HUN,Disturbance Year,1999,Percentage share,0.01244921757850038
14,HUN,Disturbance Year,2000,Percentage share,0.018132432149413406
15,HUN,Disturbance Year,2001,Percentage share,0.011769625362324518
16,HUN,Disturbance Year,2002,Percentage share,0.013715795105083906
17,HUN,Disturbance Year,2003,Percentage share,0.011596521684619346
18,HUN,Disturbance Year,2004,Percentage share,0.009844114083159576
19,HUN,Disturbance Year,2005,Percentage share,0.011743268012221262
20,HUN,Disturbance Year,2006,Percentage share,0.012750546202653831
21,HUN,Disturbance Year,2007,Percentage share,0.01446662340261992
